Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label
0iLgiRBQzzs,Panas! Jokowi VS Prabowo Saling Serang soal Korupsi,Debat panas antara kedua pasangan calon presiden dan wakil presiden terus berlanjut. Keadaan makin sengit saat sesi ...,Doharman Patimura Waruwu,https://youtu.be/LBKGyxnpMCU,Ugz-zdD0s87dSDzITuh4AaABAg,2019-01-17 23:06:24,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Akiru Syakir,Bantu subscribe youtube gw dong,UgwQM2OHIzkVDtu0PIN4AaABAg,2019-04-10 22:40:00,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Teguh Wage Prakoso,"hachimon tonkou, kalau buka gerbang ke 8 auto mati wkwkkw",Ugyh7dOOI2953Exf3cp4AaABAg.8tUY_eVh77e8tUhBosQJLg,2019-04-09 02:50:06,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,hidayah,https://www.youtube.com/channel/UC_iQ1hcNxz1irlkMO9fypLg,UgxA-h0VMWXoShPkFEZ4AaABAg,2019-04-10 12:25:49,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Derisma Ae,"https://youtu.be/aS1FIPcCuh4 CH: Derisma ae, minta SUBSCRIBE, di tunggu ea, terimakasih.",UgybtnYbYjDF7YZJAdN4AaABAg,2019-04-15 16:00:05,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,GUGUS NTB_Si Luh Putu Sri Utari,"Om Swastyastu🙏
Hari Kartini sudah dekat! Dalam memperingati hari Kartini, kami dari kelas X MIPA 1 membuat sebuah short movie. Kami mohon review dan like dari teman teman semua untuk short movie kami. Satu like dari teman teman sangat membantu kami untuk berkarya lebih baik lagi. 😊😊
https://youtu.be/kahod9sN7R8

Terimakasih🙏🙏",UgzbWRmjT5OKeSSBtaN4AaABAg,2019-04-18 01:15:38,29,4,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Imin Bager,#JUSTICEFORAUDREY Semoga pelaku mendapatkan hukuman yang setimpal and STOP BULLYING !!,UgyDirf9Sa0zLsJ3JdV4AaABAg,2019-04-09 14:53:12,432,13,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Ainem Zainal,"Saya membuat konten how to, support channel yang ga seberapa ini ya kak . Boleh mampir .Klik subscribe",UgwH81ApqnQvHBjoODB4AaABAg,2019-04-09 18:41:52,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,danu sa,Versi Karaokenya https://youtu.be/GV-5VRz9PlM,Ugys9zH1Un-Ds_dl15x4AaABAg.8trbxmcmHi-8tt6-cgtFZK,2019-04-18 23:36:38,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,bottle ultron,"mumpung masih anget yuk mampir ke youtube aku , ada film belok kanan barcelona",UgxsXY8BgBFUHqdGntN4AaABAg,2019-04-16 16:27:31,2,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Mujahid Muda Chanel,Inilah tanggapan masyrakat papua barat tentang pak jokowi :https://youtu.be/17idp3iLGwM,UgyVh3dHCmpeTmt10GV4AaABAg,2019-04-12 22:40:24,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Irongolem gaming,Apa pun coblosnya tetapi teh botol sosro,Ugw9mHGZ33qx-QPxQQl4AaABAg,2019-04-23 07:19:38,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,COCOROBET,https://youtu.be/26sdCLuGLYk,UgyUsvM2Ur_fg9WpaT94AaABAg,2019-04-09 03:29:03,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Allexa Xander,siapapun presidennya TEH BOTOL SOSRO minumanya👍,UgzXKDR4vYkGjp9gKIx4AaABAg,2019-04-09 12:31:43,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,7Vibes Lyrics,Top 5 anime fighting scene,UgwkPC34r3WLROCR8LN4AaABAg,2021-03-30 12:02:19,1,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Hobi Penting,"ijin numpang iklan gan


Malioboro Merupakan Tempat
Pariwisata di Kota Jogjakarta,Jogjakarta Menawarkan Keindahan Pariwisatanya
yang menjadi andalan Kota jogja karta,Bangi anda Yang Ingin Memiliki Hunian di
Jogjakarta Kami Menawarkan Green Tasneem Bangunjiwo,Terletak di Ringroad Selatan
Dekat Kampus UMY dan Hanya 20 Menit saja Ke Malioboro ,klik Url nya Jika
tertarik

https://www.youtube.com/watch?v=kxWUE15e1uQ&t=48s
Atau hubungi 085-640-570-773 Via WA",UgxumUAcg3A7QUQOBFZ4AaABAg,2019-04-17 05:21:10,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Yogi Coxs,Edotensi no jutsu,UgyYlUBHxBhTF8d00UR4AaABAg,2019-04-09 13:41:38,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ADKS CHANNEL,Yuk cek channel punya saya siapa tau ada yg manfaat,UgwljdPWiiriVD0qrYd4AaABAg,2019-04-10 13:20:52,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Art of Nami dita,"Lihat gambar ku juga kak, ditunggu ya di chanell kuu",Ugz0uPy3m_Im3eMwIV14AaABAg,2020-03-26 02:45:49,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,M A S R I S A,"Subscribe aku ya, nanti aku subscribe balik 😁🙏🏻",Ugy-LcFZNYHyCVu7wP14AaABAg,2020-03-08 19:12:45,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Zhara,Dari sini https://youtu.be/z1-n7jcriA0,Ugy4E02CnVAim9XZfF94AaABAg.8thoK-oTnL68ti0bUR64vg,2019-04-14 16:17:52,0,0,spam
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MAWANG,siapa yang nongton ini 2019 ? kalo masih ada cek single lagu  si gueh hahahaa  https://www.youtube.com/watch?v=J4Th9ERgBhc,UgxzXueEO9FfuvvhTkp4AaABAg,2019-04-09 20:13:03,0,0,spam
