Video_Id,Tittle,Name,Comment,Comment_Id,Time,Likes,Reply_Count
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,WIBU GALAKSI BIMASAKTI,Prabowo seperti sendirian lawan semua orang. Ya wajar sih karena lawannya............ begitu,UgyvheAx__PTjlQ7fkx4AaABAg,2022-06-06T00:29:00Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Da Nang,☝o,Ugxh6wVNtxhFPVtOoHh4AaABAg,2022-05-16T00:56:58Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Da Nang,👍,UgxTpe3TGSir4q7lI-Z4AaABAg,2022-05-13T20:06:37Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Habib Hasbulloh,Bangkai banyka iklan huhh,UgySg3SKonHBnP0JkI94AaABAg,2022-05-04T07:56:08Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,ustd.mulyadi.abdurahman,Dangan.curang..ada.2024.persiden.,Ugxl0vhsRUpjGLT2PlV4AaABAg,2022-03-10T00:05:43Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,george lihi lihi,Apapun keputusan debate nya all president muse work one team save all people save your country's..from me leadership major major justice global or international 🥰🤩,Ugz8--y5DAjD1Wm2xP94AaABAg,2022-01-20T16:46:53Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Mas hardi,Bersatu untuk maju guues.,UgxaR_p0gf8mdP2j7c14AaABAg,2022-01-20T11:40:32Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Mas hardi,Sertifikat sangat membatu masyararat umum.,Ugxr842HuyFOtEKrJhh4AaABAg,2022-01-20T10:57:46Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,KISAH ANAK RANTAU chanel,🇮🇩🦅,UgzoPpQ3ot1rF6yGIJF4AaABAg,2021-12-28T17:05:08Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ngusman Ngusman,Ni4,Ugy_Rj6guLfgoLkWyqp4AaABAg,2021-12-11T16:57:52Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Awe,Capres ko jadi mentri🤣🤣🤣,UgxFMnSJ4UqHjlwBknx4AaABAg,2021-12-01T04:15:48Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Awe,"Ini film apaan sih gua g tau, ga ada Subtitle nya pula huh",Ugx5bzihuY91GvCe7ZV4AaABAg,2021-12-01T03:07:07Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,andrew christian,27:20 hehe geleng2 tuh,UgyAgOmRZhijAOtH-514AaABAg,2021-10-19T13:45:29Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Randi,1:41:46     ngakak salah ngomong,UgzsR54UkjtAqN1VJOt4AaABAg,2021-10-13T05:25:27Z,2,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Hendrik w,Modus mengenal nama,Ugz4IsjA3uOOhgknO6R4AaABAg,2021-09-20T21:47:38Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Hendrik w,Kovid boong,UgzO_2il8oFstGoldEB4AaABAg,2021-09-20T21:46:26Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Hendrik w,Hati hati kena 1 lawan 1000,UgyN8TZ1Rw-6SiQ868F4AaABAg,2021-09-20T21:46:04Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Su Badi,2021 masih nonton wkwk ngakak banget pas netijen komen wowo😭😭😭😭😭😭,UgyhrPdqqfRBTtd_bo54AaABAg,2021-07-01T07:10:59Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Harmoko Bangsri,Ganti Mendukbud.,Ugy_l7S6a30EqmyxQ7F4AaABAg,2021-06-27T10:06:59Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Harmoko Bangsri,"Ganti mendikbud
Cetak generasi yg Cerdas dan Santun.....",UgzNsXQcYIjuPLz-7rV4AaABAg,2021-06-27T10:04:01Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,siti sumiati,Lalu,UgxblVCfuGyv9EQQD4Z4AaABAg,2021-06-08T15:01:08Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Bambang Suhartono,wah prabowo ini pengetahuanya sanfat minim sekali,UgyDXPDtsGDquSYVr7V4AaABAg,2021-06-06T13:25:18Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,adul anying,Saya ingin berbagi dan saling tahu apa yang harus berkata apa apa itu ia iyiyiyoyy tidak tahu bagaimana lagi untuk anda dan teknik informatika S1 yang tepat dan teknik informatika S1 yang terjadi dalam waktu singkat,Ugzv9x4g047Gv17zYxp4AaABAg,2021-06-03T03:16:59Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ida Salam,Prabowo Subianto tetap semangat,UgyH3Q-xzA7aVIPiZW14AaABAg,2021-05-16T08:44:50Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Wahyudin,Yang dislike berarti anak luar planet,UgyRHyiIE1RS2_IuU154AaABAg,2021-04-23T10:26:50Z,0,1
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ahmad N I,Bot youtube lol,UgyRHyiIE1RS2_IuU154AaABAg.9MTpfvdyKQd9T6IvrzoucM,2021-10-05T06:49:09Z,0,
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Sharif Tambayong,¹qq¹1,UgxkA7XmR6lrz5RY8j94AaABAg,2021-04-22T12:31:51Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Rks Rumah kasih sayang,Yang 2021 nonton ini like,UgyRMilEV2t9HeUNiJZ4AaABAg,2021-04-16T09:30:21Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ryerson Lim,di belakang asa orang tua saya yaitu kakek saya dan nenek saya,UgzlFNO0bvpdKccNRLR4AaABAg,2021-04-04T07:18:11Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,MaMat 93,Kong kalikong pat gulipat etok-etok.,Ugw4o_XpSioizcnt5dR4AaABAg,2021-03-11T01:29:43Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Hudi Janto,"000p
p0pppppp
pp
ppppppp0
0

p
pppppl

ppp",UgzfU_Z8bsWNf5oAsuF4AaABAg,2020-12-20T21:19:39Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,fathulmuin 1106,"Ketika ada waktu masih bisa nonton ulang debat ini di akhir tahun 2020 ini, satu atau bahkan lebih dari yang kita ketahui sekarang, banyak yang hanya tertulis tnpa terlaksana, namun nggak sedikit pula yang tanpa tercatat, namun terlaksana, ada yang merasa sama?",UgxZyTlL951eRoenVdF4AaABAg,2020-12-09T04:08:19Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ibnu Hiban,Kangen debat😬,Ugwwr1sN8yeRodJYNNB4AaABAg,2020-12-01T04:26:48Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Afdhil Zikry,Gw kesini pas abis nonton debat Donald trump ama joe biden wkwkwk,UgxLzUmx8FEEHxhc6cF4AaABAg,2020-11-05T00:28:02Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,"Lora Elit,z Lora Elit,z",Mana Dukunya Empak Prabowo  ☝️😘😘🤩🤩😍,UgwWGbCyUp2ddKzQmVh4AaABAg,2020-10-06T23:43:46Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Fahril Khaerudin10,Setingan,Ugx9aO4gllNbwoEAOQp4AaABAg,2020-10-03T15:10:46Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Sofiannur _,2020?,UgwzynwJN2ypK-8bh_N4AaABAg,2020-09-03T14:31:25Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,zayn.,Muka pak prabowo pucat anjir hahaha,UgyTYoKKTX-I4ZoGIBx4AaABAg,2020-05-29T09:21:33Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,alva toisuta,prabowo tetap semangat meskipun gagal teruslah berpatisipasi demi negara tercinta,UgyDHBxf1D1B57o1r094AaABAg,2020-05-26T12:42:02Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Tuti Amalia,Salam 2 jari,UgxvayxNQqHGZM8z58B4AaABAg,2019-05-18T07:47:28Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Shofia Aniisa,Menit ke berapa sih jokowi pegang telinga?,UgzGY62lc5Mg3ihINKV4AaABAg,2019-04-24T06:11:17Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,LIBRAVIRGO SAKT MM,"Gua suka bgt sm moderator sesi kedua ini. ASLI murah senyum💝👍sabar bgt sm para pendukung yg ribut. Beda bgt sm moderator yg sesi lain, terkesan judes trs kdg manggil nama tnp sebutan bpk, eh apa headsetku yg rusak y😈",UgyoAVAOOjzVXtUPn2x4AaABAg,2019-04-22T14:33:12Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Putri Maryati,Kenapa ya kalo 02 ngomong nya kekayaan Mulu..😂😂,UgycQkPbzAFchKeZC8J4AaABAg,2019-04-17T21:52:58Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Putri Maryati,Love you PK Jokowi maju terus,Ugz-GeC4r0WdavxaTyF4AaABAg,2019-04-17T21:51:11Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,A Ji,"Wah, Indonesia rusuh ya",UgyI-LYu_ZMjRN-4ylJ4AaABAg,2019-04-16T10:02:34Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,adhi prasetyo,"Saya mimpi ini  Bulan.2/1/2019
Saya bermimpi pak jokowi menang lagi Saya yakin pak jokowi yang menang semangat pak jokowi jangan mundur jangan meyerah ✊✊✊✊✊",UgzFfcuGesAO_vRe31x4AaABAg,2019-04-14T05:16:42Z,6,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Hendra Sasmitta,Saya gak milih jokowi karna PSI,UgwJSAdbxVP4l0WWYxh4AaABAg,2019-04-13T18:26:12Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Dinda Haiva,085724725929,UgzE6x7hTln62oo3Ull4AaABAg,2019-04-13T17:05:32Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Basi Run,semuga menang ya pak Jokowi amiiin,UgzWbJoe2mJthWsAdRR4AaABAg,2019-04-13T12:43:08Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ryandi christian,"Dasar Intinya , Kubuh Merah Maupun Kubuh Putih , 2-2 Nya Mempunyai Visi Misi Yang Sama Yaitu ( Memajukan Negara Republik Indonesia ).
Jadi Bilamana Kubuh Putih Yang Jadi / Kubuh Merah Yang Jadi , Tinggal Kita Semua Doakan Semoga Dari Kubuh Merah / Kubuh Putih Yang Terpilih , Tetap Selalu Sehat Rohani Maupun Jasmani.
Dan Kita Yakinkan Dari Kedua Pihak Yang Telah Di Percayakan Untuk Menduduki Ke Presidennan Itu Lagh Kepercayaan Dari Warga Yang Di Pilih , Mohon Dijaga Kepercayaan Yang Telah Di Berikan Melalui Pencoblosan..
             & 
Bpk Yang Mulia Dari Kedua Kubu Yang Terhormat , Mohon Bantu Negara Kita , Supaya Kelak Negara Kita Menjadi Harum Wanginya.
Salam Sehat , Dan Mohon Bantuannya  Jangan Comend Sana Sinih Di Medsos Karena Bilamana Kita Membuang Pendapat / Pernyataan Ada Yang Pro Maupun Ada Yang Pro-kontra.
Dari Pada Binggung Masalah Pernyataan / Mau Pertanyaan Mendingan Kita Simak Baik - Baik...
Salam Sehat..",UgxvXEef2HPtARTmjTZ4AaABAg,2019-04-12T21:21:28Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,tonex lets,"begitu banyak program yang sudah pak jokowi jalankan, tetapi karena banyaknya hoax yng ingin menghancurkan kinerja pak jokowi!",Ugyz9PqkaMHVaM4gaeJ4AaABAg,2019-04-12T08:18:46Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Rhara Jamaica,saya pilih.02,Ugw-PaSP1L8d3X-6Ext4AaABAg,2019-04-12T04:29:18Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Citra Ponsel,"Prabowo pkai sandi,jokowi langsung amin",UgzaMTOIl-AN6cyU-dR4AaABAg,2019-04-11T11:47:09Z,3,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Callista Agatha,"Hufflepuff (jk) Versus SLYTHERINNNNNNNNNNNN (p)

Hufflepuff : loyal, hardworking, kindness
Slytherin : cunning, ambitious",UgzHe3MQeY9_Ifrv1v94AaABAg,2019-04-11T07:13:33Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Nur Annisa,#01 2 periode,Ugx0-0JMSpxDVKFQ-AJ4AaABAg,2019-04-10T20:27:41Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,MUKHAMAD AFSONI,MENDING NYALON JENDRAL BOSS WAKWAW,UgwdSh_elhYkEJUUMQh4AaABAg,2019-04-10T18:53:10Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Darling CN,"Dilihat dari segi sikap dan style lebih elegan probowok.
Tapi dari segi kesederhanaan lebih unggul bapak Jokowi.
Sungguh presiden yang mulia pak Jokowi.
Gk memanfaatkan jabatannya untuk ke angkuhan.
Terimakasih tuhan sudah mengahdirkan pak Jokowi bagi negara Indonesia.
Yang setuju like",Ugx65gE4x1QXxbK0AV54AaABAg,2019-04-10T00:20:51Z,13,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Mbah Bhek,191 ribu km jalan untuk desa? Jalan tempat kami masih jelek dari dulu smpek skarang pal,UgxQ7MCxDLa4d0rzoCd4AaABAg,2019-04-08T14:55:54Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Juli Jsjsjjje,Tetap 01pak jokowi🙋,UgzBUdX9E1XzvEzfOox4AaABAg,2019-04-08T00:52:13Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Ryan Agunv,"Rumah gua di gusur bro tanpa pamit.. rumah gua jadi jalan tol 
Seakan-akan gk betah diam di Indonesia..  
Kerjanya tol tol tol terus 
Biar orang kaya enak jalan2",UgwZQRzPUORiMEFXkTx4AaABAg,2019-04-07T19:39:41Z,1,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,itspay_ 14,"Siapapun yang jadi presiden kita harus tetap sejahtera 
https://youtu.be/K2afpefGGMI",UgylIhAqXOw9B1Lqd5t4AaABAg,2019-04-07T15:24:17Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Aryah Alam Ramadhan,"Saya salut dengan jokowi penampilan yang sederhana, Dan tegas😇 salut jokowi",UgxNxGABoOA1UX1a9O14AaABAg,2019-04-06T18:05:44Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,KND kawasakiNinjaDongdongan,"tolong undang pujianto lah untuk nyanyi MANIS NYA NEGRI INI. di acara debat president ,, LIKE klk setuju,,",UgxQiFAPO61HcLhSYm54AaABAg,2019-04-06T09:33:34Z,0,0
bY5xuL62xRM,FULL LIVE DEBAT Kedua Capres Pemilu 2019 -- Jokowi vs Prabowo --,Barista 72,Pak jokowi dong,Ugx_Hg9uAy_rlO1ljRF4AaABAg,2019-04-03T12:46:07Z,0,0
